Region (Bhf);Techn. Platz (Bhf);Bezeichnung (Bhf);Bezeichn. TP (EQ);Equipment (EQ);Bezeichnung (EQ);Postleitzahl (EQ);Ort (Bhf);Standort EQ;Hersteller (EQ);Baujahr (EQ);Klassenbezeichnung;ANTRIEBSART;ANZAHL_HALTESTELLEN;ANZAHL_TUEREN_KABINE;ANZAHL_TUEREN_SCHACHT;FOERDERGESCHWINDIGKEIT;FOERDERHOEHE;LAGE;TRAGKRAFT;ERWEITERTE_ORTSANGABE;MIN_TUERBREITE;KABINENTIEFE;KABINENBREITE;KABINENHOEHE;AUSFTEXTLICHEBESCHREIBUNG;TUERHOHE;FABRIKNUMMER;TUERART;GEOKOORDINATERECHTSWERTNEU;GEOKOORDINATEHOCHWERTNEU;NAMEGEMAESSWEGELEITSYSTEM;VERKEHRENDEVERKEHRSMITTEL
1;561;Berlin-Spandau;S-Bahnsteig A Gleis1/2;10464325;AZ Gl 1/2 S-Bstg. Fabrik Nr. 284011110;13597;Berlin;;Thyssen Krupp;2012;Personenaufzüge;SEIL;2;2;2;10000;65580;AUßEN;10500000;"GL1/2;AUSGANG";10000000;21000000;11000000;22500000;zu Gleis 1/2 (S-Bahn);21000000;284011110;ZS2;13,1985066;52,5345835;;
1;5012;Potsdam Hbf;Inselbahnsteig, Gleis 2/4 (B);10075344;Az Gl. 2/4 Fabrik.Nr.:1352138;14473;Potsdam;BSTG 2/4;Kone;2000;Personenaufzüge;HYDRAULISCH;2;1;2;4500;63650;BSTG MITTE;10000000;BSTG MITTE;10000000;22000000;11000000;22000000;zu Gleis 2/4;21000000;1352138;ZS2;13,0667026;52,3914437;Aufzug Gleis 2 / 4;Fern- und Regionalverkehr
5;1061;Cochem (Mosel);Hausbahnsteig Richtung Koblenz;10457003;Personenaufzug_HA 0031-Hausbahnsteig 1;56812;Cochem;;;2011;Personenaufzüge;SEIL;2;2;2;10000;44700;;10500000;;;;;;zu Gleis 1;;;;7,167036272;50,15311935;;
1;538;Berlin-Friedrichshagen;S-Bahnsteig 01;10455443;AZ Gl. 1-4 / Fabrik Nr: 284010093;12587;Berlin;;Thyssen Krupp;2011;Personenaufzüge;SEIL;2;2;2;10000;56000;AUßEN;10000000;"GL1/2;AUSGANG";9000000;21000000;11000000;21500000;zu Gleis 1/2 (S-Bahn);21000000;284010093;ES2;13,6249337;52,4573692;;
3;7180;Hannover-Flughafen;S-Bahnsteig 01;10094430;Personenaufzug Nr. 313711 I/W. d Flghf.;30855;Langenhagen;TERMINAL C <-> TIEFBAHNHOF;Schindler GmbH;2000;Personenaufzüge;SEIL;3;2;4;16000;159600;;18750000;;;;;;zu Gleis 1/2 (S-Bahn);;;;9,698720456;52,45848554;;
1;1859;Frankfurt (Oder);Bahnsteig 04, Gl.11/12;10020102;AZ 23457 Gl.11/12;15230;Frankfurt (Oder);BSTG GL.11/12 IN DIE PU;Tepper Aufzüge GmbH;2003;Personenaufzüge;SEIL;2;1;1;8000;46000;VOM BSTG IN DIE PU;10650000;"GL. 11/12;PU";10000000;20000000;11000000;22000000;zu Gleis 11/12;21000000;23457;ES2;14,5462545;52,3362673;;
7;393;Bamberg;Bahnsteig 4, Gleis 6/8;10111278;Personenaufzug* HA 2022;96052;Bamberg;BAHNSTEIG 4;Thyssen Krupp;2001;Personenaufzüge;HYDRAULISCH;2;2;2;5000;48000;GLEIS 6/8;10500000;BAHNSTEIGMITTE;9000000;21000000;11000000;21500000;zu Gleis 6/8 Abschnitt B/C;21000000;252520715;ES2;10,8999947;49,9007567;;
5;2805;Hochspeyer;Bahnsteig 1, Gl.1/2;10283622;Aufzug Bstg.1 Nr.231323042       HA 2006;67691;Hochspeyer;PERSONENUNTERFÜHRUNG;Thyssen Krupp;2004;Personenaufzüge;SEIL;2;1;2;10000;44900;PU ZUM BSTG.1;10000000;;;;;;zu Gleis 1/2;;;;7,904641836;49,44420907;;
6;4612;Nürtingen;Bahnsteig 2;10313577;PAufzug_HA0386_Bstg.2;72622;Nürtingen;PERSONENAUFZUG BSTG.2;Schindler GmbH;2005;Personenaufzüge;SEIL;2;;;10000;45200;;10500000;;;;;;zu Gleis 2/3;;;;9,34278;48,62801;;
2;2201;Jena-Göschwitz;Bahnsteig 5;10500176;Personenaufzug Bstg 5;7745;Jena;;;2015;Personenaufzüge;SEIL;2;1;2;;;;;;;;;;zu Gleis 5;;;;11,5936172;50,8839898;;
5;443;Bebra;BSTG Gl. 3/5/8;10499216;Personenaufzüge Bstg 4  HA F056;36179;Bebra;;Thyssen Krupp;2015;Personenaufzüge;SEIL;2;2;2;10000;;AUßEN;10500000;;;;;;zu Gleis 9/10;;28 31 12 034;;9,7980168;50,9697614;;
7;1908;Freising;Bahnsteig A, Gl. 1/2;10474392;HA 0171 Personenaufzug Gleis 1/2;85354;Freising;UNTERFÜHRUNG;Thyssen Krupp;2013;Personenaufzüge;SEIL;2;1;2;10000;45600;BAHNSTEIG;10000000;UNTERFÜHRUNG GL. 1/2;10000000;17000000;12000000;22000000;zu Gleis 1/2;21000000;285012168;ZS2;11,7443796;48,3951179;;
5;3903;Mainz-Gustavsburg;Bahnsteig Gleis 2/3;10500807;HA MZ 59 Aufzug Bstg. 2/3;65462;Ginsheim-Gustavsburg;PERSONENAUFZUG HA MZ 59;Schindler;2015;Personenaufzüge;SEIL;2;2;2;10000;40300;AUßEN;10500000;;9000000;21000000;11000000;21000000;zu Gleis 2/3;21000000;10865990;;8,31345;49,9942;;
1;6042;Storkower Straße;S-Bahnsteig 01;10467821;AZ Gl. 1-2 - Brücke/Fabrik-Nr: 284011165;10369;Berlin;;Thyssen Krupp;2012;Personenaufzüge;SEIL;2;2;2;10000;53050;AUßEN;10500000;"FUßGÄNGERBRÜCKE;AUSGANG";10000000;21000000;11000000;22000000;zu Gleis 1/2 (S-Bahn);21000000;284011165;ZS2;13,4647701;52,5237752;;
1;1071;Berlin Hauptbahnhof;Gleis 5/6   2.Untergeschoss;10315355;F.PA 6 E-2 Gl. 5/6 Abs C/D 47NP8575;10557;Berlin;01;OTIS GmbH & Co. OHG;2005;Personenaufzüge;SEIL;5;1;5;6300;250000;;23000000;"GL5;GL6;GL11;GL12;2UG;1UG;0OG;";11000000;24600000;24600000;25100000;Gleis 5/6 (C/D) - Gleis 11/12;21000000;47NP8575;ZS2;13,3697392;52,5248491;;
1;6242;Trebbin;Bahnsteig 2/4 Ri. Berlin;10467816;Az Gl. 2/4 Fabrik.Nr.:284011161;14959;Trebbin;BSTG 2/4 ZUM PTU;Thyssen Krupp;2012;Personenaufzüge;SEIL;2;4;4;4500;45500;OBEN;6300000;10467810;9000000;15400000;11000000;22000000;zu Gleis 2/4;21000000;198;ZS2;13,22997035;52,216902;AUFZUG GLEIS 2 / 4;Regionalverkehr
4;4016;Meckenheim;Bahnsteig 01 (Hausbahnsteig);10499303;Personenaufzüge Hausbahnsteig;53340;Meckenheim;HAUSBAHNSTEIG GLEIS 2;Thyssen Krupp;2017;Personenaufzüge;SEIL;2;2;2;10000;50950;;10500000;;10000000;;;22500000;führt zu Gleis 2;21000000;282113023;;7,01512;50,62730;;
3;5892;Soltau (Han);Bahnsteig Gl. 7;10501854;Personenaufzug Gl.7  (10922397);29614;Soltau;GLEIS 7;Schindler GmbH;2017;Personenaufzüge;SEIL;2;2;2;10000;44550;;10500000;GLEIS 7;10000000;21000000;11000000;22000000;zu Gleis 7;21000000;10922397;;9,831460;52,982862;;
5;238;Babenhausen (Hess);Bahnsteig 2, Gleis 3/4;10499372;Aufzug Bahnsteig 2, Gleis 3/4 - HA 324;64832;Babenhausen;BAHNSTEIG 2, GLEIS 3/4;Schindler GmbH;2015;Personenaufzüge;SEIL;2;1;2;10000;38200;;10500000;;10000;;;;zu Gleis 3/4;20000;10768972;;8,95731;49,9577;;
7;4231;München Donnersbergerbrücke;Bahnsteig 01, Gl. 1/2-Ri. Pasing;10490839;HA 0100 Personenaufzug Gleis 1/2;80636;München;;Thyssen Krupp;2014;Personenaufzüge;SEIL;2;2;2;;;;14000000;;11000000;21000000;14000000;22000000;zu Gleis 1/2;;285013176;ES2;11,5360226;48,1427628;;
2;3649;Leipzig-Wahren;Leipzig-Wahren Hp Bahnsteigbereich;10312641;Personenaufzug;4159;Leipzig-Wahren;002 - INSELBAHNSTEIG;Thyssen Krupp;2004;Personenaufzüge;SEIL;2;1;2;10000;34800;0;10500000;;;;;;zu Gleis 1/2;;;;12,32172192;51,38063223;;
7;4051;Memmingen;Bahnsteig B;10495163;Personenaufzug Bstg. 2 HA 3030;87700;Memmingen;AUFZUG BAHNSTEIG B;Schindler GmbH;2015;Personenaufzüge;SEIL;2;2;2;;;;10000000;;10000000;21000000;;22000000;zu Gleis 2/3;;10789200;ES2;10,1869701;47,9851192;;
4;1400;Düsseldorf Flughafen;Bahnsteig 03 (Gleis 6);10224100;HA 1088;40474;Düsseldorf;;OTIS GmbH & Co. OHG;2000;Personenaufzüge;HYDRAULISCH;2;1;2;4000;71000;;25000000;;;;;;zu Gleis 6;;;;6,7865;51,29157;;
1;1071;Berlin Hauptbahnhof;Schacht Aufzug PH.A12;10316246;PH.A 12 TR A (Überg. VS_Parkh.) 47NP8595;10557;Berlin;PO.01.A12;OTIS GmbH & Co. OHG;2005;Personenaufzüge;INDIREKT HYDRAULISCH;4;2;4;6300;54000;INNEN;15000000;"3UG;2UG;AUSG;1UG";11050000;22150000;14050000;24000000;von Parkhaus A zum 1. UG;21000000;47NP8595;ZS2;13,368798;52,525094;;
4;6915;Wuppertal Zoologischer Garten;Bahnsteig 01;10352295;Aufzug HA 1057;42117;Wuppertal;S-BSTG;OTIS GmbH & Co. OHG;2007;Personenaufzüge;HYDRAULISCH;2;2;2;4500;54400;NEBEN;7500000;;9050000;16500000;10910000;20960000;zu Gleis 3/4;19980000;47KAG339;ES2;7,106939;51,2434327;;
1;4099;Michendorf;Inselbahnsteig Bstg.3/4 Gl.161-162;10483535;Az Gl. 3/4 Fabrik.Nr.:284012127;14552;Michendorf;BSTG 3/4 ZUM PTU;Thyssen Krupp;2014;Personenaufzüge;SEIL;2;2;2;10000;43400;PTU ZU BSTG;10500000;PTU ZU BSTG;10000000;22500000;11000000;22000000;zu Gleis 3/4;21000000;284012128;ZS2;13,03068185;52,31652653;AUFZUG GLEIS 3/4;Regionalverkehr
4;768;Bonn-Bad Godesberg;Empfangsgebäude (Denkmal);10500444;Personenaufzug EG/PU;53173;Bonn;;Schindler GmbH;2018;Personenaufzüge;SEIL;2;2;2;10000;46300;;10500000;;900000;;;21000000;;2000000;10920649;;7.15954;50.68370;;
4;2166;Hennef Im Siegbogen;Bahnsteig 01;10461181;Personenaufzug Bstg. 1;53773;Hennef (Sieg);BSTG. 2;THYSSEN;2012;Personenaufzüge;SEIL;2;;;;100000;;;;;;;;zu Gleis 1;;;;7,3140014;50,7730013;;
4;6914;Wuppertal Hbf;Erdgeschoss;10067244;HA 1069 (Alt 380) ehem. Ärztehaus;42103;Wuppertal;EG ÄRZTEHAUS;OTIS GmbH & Co. OHG;1975;Personenaufzüge;SEIL;4;2;6;8000;123500;OBEN;6000000;;9120000;11680000;12470000;21010000;Aufenthalts/Lagerräume Service;19890000;741151;ES2;7.14944;51.25467;;
5;6889;Wörrstadt;Bahnsteig 02;10502484;Aufzug Bstg 2 (HA MZ 55 );55286;Wörrstadt;AUFZUG BAHNSTEIG 2;Schindler GmbH;2015;Personenaufzüge;SEIL;2;2;2;10000;64410;;10500000;;;;;;zu Gleis 2;;10760634;;8,1139028;49,8461796;;
3;625;Bienenbüttel;Bahnsteig Gleis 3;10088990;Personenaufzug 47 NAE 283;29553;Bienenbüttel;;OTIS GmbH & Co. OHG;2005;Personenaufzüge;SEIL;2;1;1;10000;43200;BAHNSTEIG B GLEIS 3;10250000;;9500000;20500000;;21000000;zu Gleis 3;21000000;47NAE283;;10,48446481;53,14238011;;
4;2708;Herford;Bahnsteig 6/7;10430899;Personenaufzug Gl 6/7.;32052;Herford;;Thyssen Krupp;2009;Personenaufzüge;SEIL;2;2;2;10000;47000;INNEN;10500000;"AUSG. ; GL 6/7";10000000;21000000;11000000;23000000;zu Gleis 6/7;21000000;281508032;ZS2;8,6635256;52,1196994;;
3;2523;Wilhelmsburg;S-Bahnsteig Gleis 1/2;10479688;Personenaufzug HA 026  (Bahnsteig);21109;Hamburg;BAHNSTEIG;Thyssen Krupp;2013;Personenaufzüge;SEIL;2;1;2;10000;43200;EBEN;10500000;;;21000000;11000000;21000000;zu Gleis 1/2 (S-Bahn);;;;10,0067234;53,4980208;;
1;2432;Güstrow;Personentunnel;10508131;AZ Gl. 2/3 FabNr. 10904337;18273;Güstrow;PERSONENTUNNEL;Fa. Schindler;2016;Personenaufzüge;SEIL;2;2;2;10000;40200;AUßEN;10000000;"PU; GL. 2/3";10000000;16500000;14000000;22000000;zu Gleis 2/3;21000000;10904337;ZS2;12.172517;53.800788;;
1;7734;Schulzendorf (b Tegel);S-Bahnsteig 01;10121454;AZ Gl. 1-2 / Fabrik-Nr: 244001735;13503;Berlin;;Thyssen Krupp;2001;Personenaufzüge;HYDRAULISCH;2;2;2;4000;51300;AUßEN;14250000;"GL1/2;AUSGANG";10000000;22800000;12300000;22700000;zu Gleis 1/2 (S-Bahn);21000000;244001735;ZS2;13,24527402;52,6133945;;
7;2094;Gernlinden;Bahnsteig  1;10355955;HA 1044 Personenaufzug Bstg. Gl. 1/2;82216;Maisach;BSTG GL. 1/2 ZU ÜBERFÜHRUNG;OTIS GmbH & Co. OHG;2007;Personenaufzüge;SEIL;2;2;2;10000;53800;GLEIS 1/2;10500000;BAHNSTEIGENDE IN MAMMENDORF;10000000;21000000;11000000;22000000;zu Gleis 1/2;21000000;47NAF617;ES2;11,2991769;48,21279;;
5;6264;Trier Hbf;Bahnsteig 10/11 Nord;10288499;Personenaufzug Bstg 10/11_461.01.001;54292;Trier;;Thyssen Krupp;2003;Personenaufzüge;SEIL;2;2;1;10000;37000;;10500000;;;;;;zu Gleis 10/11 Abschnitt C/D;;;;6,65233;49,7571;;
2;1912;Freital-Hainsberg;Inselbahnsteig 1/2;10021769;Personenaufzug;1705;Freital;BSTG;Thyssen Krupp;2003;Personenaufzüge;SEIL;2;1;2;10000;53100;;10000000;;;;;;zu Gleis 1/2;;;;13,6376388;50,9884515;;
1;1071;Berlin Hauptbahnhof;Unterfahrt/Schacht Aufzug F.A9;10316332;F.A 9 E-2 Gl 1/2 Abs. C/D 47NP8576;10557;Berlin;RW.00.A09;OTIS GmbH & Co. OHG;2005;Personenaufzüge;INDIREKT HYDRAULISCH;3;1;3;6300;146500;;15000000;"GL7;GL8;1UG;0OG;AUSG";11100000;23250000;11850000;24100000;Gleis 1/2 (C/D) - 1.UG - EG;21000000;47NP8576;ZS2;13,3690659;52,5248549;;
7;4261;München-Mittersendling;Bahnsteig 1 (Mittelbstg.);10480647;HA 0229 Personenaufzug Gleis 1/2;81369;München;SÜDL. BSTG.-BEREICH NEUHOFENER;Thyssen Krupp;2013;Personenaufzüge;SEIL;2;2;2;10000;47600;GLEIS 1/2;10500000;BAHNSTEIGENDE RI WOLFRATSHAUSE;10000000;21000000;11000000;22000000;zu Gleis 1/2;;285013016;ES2;11,5363925;48,107422;;
1;6049;Stralsund Hbf;Bahnsteig 05;10609268;AZ Gl. 5/6 Fab. 20055029-1;18437;Stralsund;BAHNSTEIG 5/6;Schindler;2019;Personenaufzüge;SEIL;2;1;2;10000;40400;AUßEN;6300000;"PU;GL.5/6";9000000;14000000;11000000;23000000;zu Gleis 5/6;21000000;20055029-1;;13,0777;54,308284;;
1;4870;Pasewalk;Bahnsteig 01;10396876;AZ Bahnsteig 1 Gl. 2/3 Fabr. 47KAH709;17309;Pasewalk;BAHNSTEIG 01;OTIS GmbH & Co. OHG;2008;Personenaufzüge;SEIL;2;2;2;10000;46200;IM SCHACHTKOPF;10700000;"GL1;TUNNEL";10000000;21000000;11000000;21000000;zu Gleis 1;22000000;47KAH709;ES2;13,98922861;53,5152548;;
7;1059;Coburg;Bahnsteig 3, Gleis 4/5;10500662;Aufzug zu Bstg 4/5 HA2045;96450;Coburg;BAHNSTEIG 3 GLEIS 4/5;Schindler;2016;Personenaufzüge;SEIL;2;2;2;;;;10500000;;10000000;21000000;;22000000;Gleis 4/5;;10966198;ZS2;10.9572530;50.2627537;;
4;1389;Viersen-Dülken;Bahnsteig 02;10313702;Personenaufzug;41751;Viersen;BAHNSTEIG 2;OTIS GmbH & Co. OHG;2005;Personenaufzüge;SEIL;2;1;2;5000;49700;;6300000;;;;;;zu Gleis 2;;;;6,33825;51,2569;;
3;4044;Melle;Bahnsteig Gl. 1/2;10460395;Personenaufzug Gl.1/2 (281510009);49324;Melle;TUNNEL BAHNSTEIG 2/3;Thyssen Krupp;2010;Personenaufzüge;SEIL;2;2;2;10000;39300;;10500000;BAHNSTEIG 1/2;10000000;22500000;9500000;22500000;zu Gleis 1/2;21000000;281510009;;8,3430197;52,2093404;;
5;1848;Frankenthal Hbf;Bahnsteig 1  Gl. 1;10505070;Aufzug Bstg.1;67227;Frankenthal;PERSONENAUFZUG HAUSBAHNSTEIG;Schindler GmbH;2015;Personenaufzüge;SEIL;2;2;2;;;;;;;;;;zu Gleis 1;;10763429;;8,3498338;49,5354781;;
7;4598;Nürnberg-Dutzendteich;S-Bahnsteig Gleis 1/2;10586174;Personenaufzug Bstg 1/2 (HA4072);90471;Nürnberg;BAHNSTEIG;Schindler AG;2017;Personenaufzüge;SEIL;2;1;2;;;;10500000;;9000000;21000000;21000000;22000000;zu Gleis 1/2;;10948076;ES2;11,1182925;49,4364111;;
5;5953;Stadtallendorf;Bahnsteig 1 / (Gleis 1/2);10437288;Personenaufzug HA 410;35260;Stadtallendorf;GLEIS 1/2;OTIS GmbH & Co. OHG;2010;Personenaufzüge;SEIL;2;2;2;;;;;;;;;;zu Gleis 1/2;;;;9,0147383;50,8256533;;
3;2514;Hamburg Hbf;Fernbahnsteig 3, Gl. 5/6;10028022;Personenaufzug HA 016  (Gleis 5/6);20099;Hamburg;"FERNBAHNSTEIG 3; GL. 5/6";OTIS GmbH & Co. OHG;2006;Personenaufzüge;SEIL;2;1;2;10000;55300;INTEGRIERT;13500000;;9000000;12500000;14000000;21000000;zu Gleis 5/6 Abschnitt D;20000000;47KAE858;;10,0069358;53,5533422;;Regional- und Fernbahn
4;3693;Leverkusen-Rheindorf;S-Bahnsteig 01;10038544;HA  0014 Aufzugsanlage;51371;Leverkusen;S-BAHNGLEIS;OTIS;2007;Personenaufzüge;SEIL;2;1;2;10000;46800;;6300000;;;;;;zu Gleis 1/2 (S-Bahn);;;;6,96349;51,06423;;
2;432;Bautzen;Bahnsteig 2/3;10446138;Personenaufzug Bstg 2/3;2625;Bautzen;BAHNSTEIG 2/3;OTIS GmbH & Co. OHG;2011;Personenaufzüge;SEIL;2;2;2;10000;39600;BSTG 2/3 - PERSONENTUNNEL;10700000;;;;;;zu Gleis 2/3;;;;14,4287539;51,1730862;;
3;4548;Nienburg (Weser);Übergangsbauwerk/Treppe EG/PU;10096964;Personenaufzug 21268;31582;Nienburg;EG;Tepper Aufzüge GmbH;2000;Personenaufzüge;SEIL;2;1;2;6000;19200;;11000000;;;;;;von EG zu Tunnel;;;;9,2167443;52,6450938;;
1;7731;Olympiastadion;Vorplatz;10464309;AZ Gl 9-10 (Sonder-Bstg)/F-Nr: 284011098;14053;Berlin;;Thyssen Krupp;2012;Personenaufzüge;SEIL;2;2;2;10000;55800;AUßEN;10500000;"GL9/10;AUSGANG";10000000;21000000;11000000;22000000;zu Gleis 9/10 (S-Bahn);21000000;284011098;ZS2;13,2408913;52,511728;;
3;3354;Königslutter;Bahnsteig Gleis 1;10334071;Personenaufzug 47 NAE 778;38154;Königslutter;BAHNSTEIG A GLEIS 1;OTIS GmbH & Co. OHG;2006;Personenaufzüge;SEIL;2;2;2;10000;33000;BAHNSTEIG A GLEIS 1;6750000;;9200000;15000000;;21000000;zu Gleis 1;21000000;;;10,8138357;52,256645;;
3;2122;Gifhorn;Bahnsteig Gleis 4;10467818;Personenaufzug 281410075 Bstg Gl 4;38518;Gifhorn;BSTG GL 4;Thyssen Krupp;2011;Personenaufzüge;SEIL;2;2;2;10000;41450;;6300000;;9200000;14000000;;21000000;zu Gleis 4;21000000;;;10,5456406;52,455806;;
1;5369;Rostock Parkstraße;Aufzugsraum;10438535;AZ (Bstg.1/2-Tunnel) Nr.47NAL834;18057;Rostock;TUNNEL-BAHNSTEIG;OTIS GmbH & Co. OHG;2010;Personenaufzüge;SEIL;2;1;2;10000;41400;AUßEN;7500000;"GL1;GL2; PU1UG";9000000;19000000;15600000;22000000;zu Gleis 1/2;20000000;47NAL831;ZS2;12,1091881;54,0842789;;
4;622;Bielefeld Hbf;Buchhandlung (0.17);10407102;Personenaufzug Buchladen;33602;Bielefeld;;Thyssen Krupp;2002;Personenaufzüge;SEIL;2;2;2;;;;;PRIVAT;9000000;21000000;11000000;23000000;;21000000;216161113;;52.02900;8.53282;;
3;5913;Sottrum;Bahnsteig 2/3;10493540;Personenaufzug Gl.2 (281313009);27367;Sottrum;RICHTUNG HAMBURG;Thyssen Krupp;2015;Personenaufzüge;SEIL;2;;;;;;;;;;;;zu Gleis 2/3;;281313009;;9,2496315;53,1012235;;
5;6457;Wabern (Bz Kassel);BSTG 1, Gl.1;10501770;Aufzug Bstg 1 HA K34;34590;Wabern;;Schindler;2018;Personenaufzüge;SEIL;2;2;4;10000;46040;;10000000;;;;;;Gleis 1;;11038933;;9.35766;51.10292, 9.35766;;
5;5942;St. Ingbert;Bahnsteig Gl. 1;10353152;Personenaufzug Gl. 1_46101-001;66386;St. Ingbert;HA 0019;OTIS GmbH & Co. OHG;2007;Personenaufzüge;SEIL;2;2;2;10000;37300;;13000000;;;;;;zu Gleis 1;;;;7,110528847;49,27442482;;
7;4872;Passau Hbf;Bahnsteig 2, GL 2,3;10500773;Personenaufzug Bstg B Gleis 2/3;94032;Passau;PERSONENAUFZÜGE BSTGB GLEIS2/3;ThyssenKrupp;2016;Personenaufzüge;SEIL;2;2;2;;;ZU GLEIS 2/3;14000000;;11000000;21000000;14000000;22000000;zu Gleis 2/3;;285215019;ZS2;13,4503134;48,5737686;;
2;3705;Lichtentanne (Sachs);Lichtentanne (Sachs.)  - Zuwegung;10087415;Personenaufzug 1 - Vorplatz;8115;Lichtentanne;VORPLATZ;Friedrich-Aufzüge GmbH & Co. K;1998;Personenaufzüge;HYDRAULISCH;2;2;2;4000;43300;;10000000;;;;;;von EG zu Tunnel;;;;12,41935855;50,69913576;;
5;3299;Koblenz Hbf;Bahnsteig 02;10436964;Personenaufzug, Bahnsteig 2 (0021);56068;Koblenz;BAHNSTEIG 2;OTIS GmbH & Co. OHG;2009;Personenaufzüge;SEIL;2;1;2;10000;49700;;11250000;;;;;;zu Gleis 2/3 Abschnitt C;;;;7,5888022;50,3510461;;
5;2402;Grünstadt;"Bahnsteig 1; Gl. 4";10595945;Aufzug Bstg.1 Gleis 4 Nr.22701  HA 0065;67269;Grünstadt;PERSONENAUFZUG;Schindler;2019;Personenaufzüge;SEIL;2;2;2;;34100;;;UNTER BSTG.DACH;;;;;zu Gleis 4;;20060114;;7,7687595;49,4360113;;
4;315;Bad Oeynhausen;Mittelbahnsteig Gl 2/3;10425925;Personenaufzug Gl 2/3.;32545;Bad Oeynhausen;;OTIS GmbH & Co. OHG;2008;Personenaufzüge;SEIL;2;1;2;10000;41600;;10500000;"AUSG. ; GL 2/3";10000000;21000000;11000000;22000000;zu Gleis 2/3;21000000;47KAK599;ZS2;8,796955765;52,20549786;;
2;2048;Geithain;Geithain Bahnsteig 3;10289255;Personenaufzug;4643;Geithain;BSTG. 3 - RI. LEIPZIG;Tepper Aufzüge GmbH;2004;Personenaufzüge;SEIL;2;1;2;10000;42900;NEBEN;10500000;;;;;;zu Gleis 3/4;;;;12,6966654;51,0586358;;
2;3642;Leipzig-Leutzsch;Leipzig-Leutzsch Bahnsteig 1/2;10473744;Personenaufzug Bstg 1/2;4179;Leipzig;INSELBAHNSTEIG 1/2;OTIS GmbH & Co. OHG;2013;Personenaufzüge;SEIL;2;2;2;10000;59200;;10700000;;;;;;zu Gleis 1/2;;;;12,3032725;51,353753;;
1;823;Brandenburg Hbf;Bahnsteig 1 Hausbahnsteig;10464322;Az Gl. 1 Fabrik.Nr.:284011105;14774;Brandenburg an der Havel;BSTG 1 ZUM PTU;Thyssen Krupp;2012;Personenaufzüge;SEIL;2;1;2;10000;43500;BSTG MITTE;6300000;BSTG MITTE;10000000;14500000;11500000;21000000;zu Gleis 1;20000000;346468;ZS2;12,5654;52,4006;AUFZUG GLEIS 1;Fern- und Regionalverkehr
4;5842;Siegen Hbf;Überführung als Bahnsteigszugang;10611152;Personenaufzug;57072;Siegen;;Schindler;2018;Personenaufzüge;SEIL;2;;;;;;;;;;;;zur Überführung;;;;8,0165365;50,8764757;;
7;219;Augsburg Haunstetterstraße;Bahnsteig 02 Gleis 3/4;10352265;Aufzug am Gl. 3/4 HA 3013;86161;Augsburg;BSTG. 1;Schindler GmbH;2006;Personenaufzüge;SEIL;2;2;2;;60000;GLEIS 3/4;10500000;;10000000;10000000;21000000;22000000;zu Gleis 3/4;21000000;10193521;ZS2;10,901816;48,3549201;;
4;1374;Duisburg Hbf;Gleise 3 / 4;10356106;Personenaufzug ( neu );47051;Duisburg;BAHNSTEIG 3/4;OTIS GmbH & Co. OHG;2008;Personenaufzüge;SEIL;2;2;2;;50300;;8000000;;;;;;zu Gleis 3/4 Abschnitt B/C;;;;6,7757009;51,4297093;;
7;4266;München-Pasing;Terminalgebäude, neues EG;10472095;HA 1070 Terminalgebäude Ost nicht öffent;81241;München;NICHT ÖFFENTLICH;Butz&Neumeyer;2012;Personenaufzüge;SEIL;2;1;2;;;;10000000;;;;;;Nicht Reisendenrelevant;;;;11,46119;48,14931;;
7;2422;Günzburg;Bahnsteig 01;10350771;Aufzug 1;89312;Günzburg;BSTG. GL. 1;Thyssen Krupp;2005;Personenaufzüge;SEIL;2;2;2;;41000;BAHNSTEIG;14500000;BAHNSTEIGMITTE;10000000;21000000;14000000;22000000;zu Gleis 1;21000000;287403008;ES2;10,27949751;48,46049807;;
2;8099;Leipzig Bayerischer Bahnhof;Bahnsteig 01;10477640;Aufzug Süd;4103;Leipzig;;OTIS GmbH & Co. OHG;2013;Personenaufzüge;SEIL;2;1;2;;;AUßEN;;VST CTL BAHNSTEIGBEREICH;;;;;zu Gleis 1/2;;;ES2;12,3817986;51,3289208;;
2;4552;Niesky;Bahnsteig 2;10500284;Personenaufzug Bstg 2 Niesky;2906;Niesky;;Schindler;2018;Personenaufzüge;SEIL;2;1;2;10000;44200;;10000000;;;;;;zum Ausgang / Gleis 1;;;;14,83242;51,29873;;
1;5036;Priesterweg;S-Bahnsteig Gleis 1/3;10172164;AZ Gl. 1-3 / Fabrik-Nr: 47KAJ023;12157;Berlin;;;2008;Personenaufzüge;SEIL;2;2;2;10000;52000;AUßEN;10700000;"GL1/2;AUSGANG";10000000;21200000;9600000;22000000;zu Gleis 1/2 (S-Bahn);21000000;47KAJ023;ZS2;13,356262;52,4590714;;
5;6288;Türkismühle;Bahnsteig Gl. 1;10501666;Personenaufzug Bstg. 1_46101;66625;Nohfelden;;Schindler Aufzüge und Fahrtrep;2015;Personenaufzüge;SEIL;2;2;2;10000;42000;;14000000;;10000000;21000000;11000000;23000000;zu Gleis 2/3;21000000;10792492;;7,11467;49,5803;;
